Worm number,Experiment Name,Plate ID,Well Location,Dosage,Strain,Any worm detected,Last day of observation,Last day of health,Manual Censor,Runoff Censor inital,Runoff Censor experiment,Potentially still alive,Death Detected
696,RNAi_006_pt2 (1),RNAi_6-7,216,Daf-2 RNAi,n2,1,11,5,0,0,0,0,1
697,RNAi_006_pt2 (1),RNAi_6-7,217,Daf-2 RNAi,gls130,1,35,34,0,0,0,0,1
698,RNAi_006_pt2 (1),RNAi_6-7,218,Daf-2 RNAi,gls130,1,18,18,0,0,1,0,0
699,RNAi_006_pt2 (1),RNAi_6-7,219,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
700,RNAi_006_pt2 (1),RNAi_6-7,220,Age-1 RNAi,gls130,1,3,0,0,1,0,0,0
701,RNAi_006_pt2 (1),RNAi_6-7,221,HT115 EV,gls130,0,6,0,0,1,0,0,0
702,RNAi_006_pt2 (1),RNAi_6-7,222,HT115 EV,gls130,1,1,0,0,1,0,0,0
703,RNAi_006_pt2 (1),RNAi_6-7,223,Age-1 RNAi,n2,0,6,0,0,1,0,0,0
704,RNAi_006_pt2 (1),RNAi_6-7,224,Age-1 RNAi,n2,1,8,6,0,0,0,0,1
705,RNAi_006_pt2 (1),RNAi_6-7,225,Daf-16 RNAi,n2,1,13,10,0,0,0,0,1
706,RNAi_006_pt2 (1),RNAi_6-7,226,Daf-16 RNAi,n2,1,17,16,0,0,0,0,1
707,RNAi_006_pt2 (1),RNAi_6-7,227,Daf-2 RNAi,n2,1,16,14,0,0,0,0,1
708,RNAi_006_pt2 (1),RNAi_6-7,228,Daf-2 RNAi,n2,1,5,5,0,0,0,0,1
709,RNAi_006_pt2 (1),RNAi_6-7,229,Daf-2 RNAi,gls130,1,6,0,0,1,0,0,0
710,RNAi_006_pt2 (1),RNAi_6-7,230,Daf-2 RNAi,gls130,1,18,17,0,0,0,0,1
711,RNAi_006_pt2 (1),RNAi_6-7,231,Age-1 RNAi,gls130,1,23,15,0,0,0,0,1
712,RNAi_006_pt2 (1),RNAi_6-7,232,Age-1 RNAi,gls130,1,21,21,0,0,1,0,0
713,RNAi_006_pt2 (1),RNAi_6-7,233,HT115 EV,gls130,1,15,11,0,0,0,0,1
714,RNAi_006_pt2 (1),RNAi_6-7,234,HT115 EV,gls130,1,25,12,0,0,0,0,1
715,RNAi_006_pt2 (1),RNAi_6-7,235,Age-1 RNAi,n2,1,32,27,0,0,0,0,1
716,RNAi_006_pt2 (1),RNAi_6-7,236,Age-1 RNAi,n2,1,20,18,0,0,0,0,1
717,RNAi_006_pt2 (1),RNAi_6-7,237,Daf-16 RNAi,n2,1,13,10,0,0,0,0,1
718,RNAi_006_pt2 (1),RNAi_6-7,238,Daf-16 RNAi,n2,1,13,6,0,0,0,0,1
719,RNAi_006_pt2 (1),RNAi_6-7,239,Daf-2 RNAi,n2,1,9,9,0,0,1,0,0
720,RNAi_006_pt2 (1),RNAi_6-7,240,Daf-2 RNAi,n2,0,1,0,0,1,0,0,0
721,RNAi_006_pt2 (1),RNAi_6-8,1,Age-1 RNAi,gls130,1,13,12,0,0,0,0,1
722,RNAi_006_pt2 (1),RNAi_6-8,2,Age-1 RNAi,gls130,1,15,10,0,0,0,0,1
723,RNAi_006_pt2 (1),RNAi_6-8,3,HT115 EV,gls130,1,1,0,0,1,0,0,0
724,RNAi_006_pt2 (1),RNAi_6-8,4,HT115 EV,gls130,1,19,16,0,0,0,0,1
725,RNAi_006_pt2 (1),RNAi_6-8,5,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
726,RNAi_006_pt2 (1),RNAi_6-8,6,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
727,RNAi_006_pt2 (1),RNAi_6-8,7,Daf-16 RNAi,n2,1,15,11,0,0,0,0,1
728,RNAi_006_pt2 (1),RNAi_6-8,8,Daf-16 RNAi,n2,1,9,7,0,0,0,0,1
729,RNAi_006_pt2 (1),RNAi_6-8,9,Daf-2 RNAi,n2,1,10,7,0,0,0,0,1
730,RNAi_006_pt2 (1),RNAi_6-8,10,Daf-2 RNAi,n2,1,16,15,0,0,0,0,1
731,RNAi_006_pt2 (1),RNAi_6-8,11,Age-1 RNAi,n2,1,10,6,0,0,0,0,1
732,RNAi_006_pt2 (1),RNAi_6-8,12,Age-1 RNAi,n2,1,8,5,0,0,0,0,1
733,RNAi_006_pt2 (1),RNAi_6-8,13,Age-1 RNAi,gls130,1,16,13,0,0,0,0,1
734,RNAi_006_pt2 (1),RNAi_6-8,14,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
735,RNAi_006_pt2 (1),RNAi_6-8,15,HT115 EV,gls130,0,1,0,0,1,0,0,0
736,RNAi_006_pt2 (1),RNAi_6-8,16,HT115 EV,gls130,1,12,9,0,0,0,0,1
737,RNAi_006_pt2 (1),RNAi_6-8,17,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
738,RNAi_006_pt2 (1),RNAi_6-8,18,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
739,RNAi_006_pt2 (1),RNAi_6-8,19,Daf-16 RNAi,n2,1,6,4,0,0,0,0,1
740,RNAi_006_pt2 (1),RNAi_6-8,20,Daf-16 RNAi,n2,1,12,11,0,0,0,0,1
741,RNAi_006_pt2 (1),RNAi_6-8,21,Daf-2 RNAi,n2,1,20,11,0,0,0,0,1
742,RNAi_006_pt2 (1),RNAi_6-8,22,Daf-2 RNAi,n2,1,19,19,0,0,1,0,0
743,RNAi_006_pt2 (1),RNAi_6-8,23,Age-1 RNAi,n2,1,12,11,0,0,0,0,1
744,RNAi_006_pt2 (1),RNAi_6-8,24,Age-1 RNAi,n2,1,11,10,0,0,0,0,1
745,RNAi_006_pt2 (1),RNAi_6-8,25,Age-1 RNAi,gls130,1,11,10,0,0,0,0,1
746,RNAi_006_pt2 (1),RNAi_6-8,26,Age-1 RNAi,gls130,1,15,11,0,0,0,0,1
747,RNAi_006_pt2 (1),RNAi_6-8,27,HT115 EV,gls130,0,4,0,0,1,0,0,0
748,RNAi_006_pt2 (1),RNAi_6-8,28,HT115 EV,gls130,1,15,11,0,0,0,0,1
749,RNAi_006_pt2 (1),RNAi_6-8,29,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
750,RNAi_006_pt2 (1),RNAi_6-8,30,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
751,RNAi_006_pt2 (1),RNAi_6-8,31,Daf-16 RNAi,n2,1,17,16,0,0,0,0,1
752,RNAi_006_pt2 (1),RNAi_6-8,32,Daf-16 RNAi,n2,1,12,11,0,0,0,0,1
753,RNAi_006_pt2 (1),RNAi_6-8,33,Daf-2 RNAi,n2,1,24,16,0,0,0,0,1
754,RNAi_006_pt2 (1),RNAi_6-8,34,Daf-2 RNAi,n2,1,12,7,0,0,0,0,1
755,RNAi_006_pt2 (1),RNAi_6-8,35,Age-1 RNAi,n2,1,7,7,0,0,1,0,0
756,RNAi_006_pt2 (1),RNAi_6-8,36,Age-1 RNAi,n2,1,11,10,0,0,0,0,1
757,RNAi_006_pt2 (1),RNAi_6-8,37,Age-1 RNAi,gls130,1,22,20,0,0,0,0,1
758,RNAi_006_pt2 (1),RNAi_6-8,38,Age-1 RNAi,gls130,1,18,16,0,0,0,0,1
759,RNAi_006_pt2 (1),RNAi_6-8,39,HT115 EV,gls130,1,26,15,0,0,0,0,1
760,RNAi_006_pt2 (1),RNAi_6-8,40,HT115 EV,gls130,1,17,16,0,0,0,0,1
761,RNAi_006_pt2 (1),RNAi_6-8,41,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
762,RNAi_006_pt2 (1),RNAi_6-8,42,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
763,RNAi_006_pt2 (1),RNAi_6-8,43,Daf-16 RNAi,n2,1,14,9,0,0,0,0,1
764,RNAi_006_pt2 (1),RNAi_6-8,44,Daf-16 RNAi,n2,1,14,10,0,0,0,0,1
765,RNAi_006_pt2 (1),RNAi_6-8,45,Daf-2 RNAi,n2,1,34,32,0,0,0,0,1
766,RNAi_006_pt2 (1),RNAi_6-8,46,Daf-2 RNAi,n2,1,20,16,0,0,0,0,1
767,RNAi_006_pt2 (1),RNAi_6-8,47,Age-1 RNAi,n2,0,8,0,0,1,0,0,0
768,RNAi_006_pt2 (1),RNAi_6-8,48,Age-1 RNAi,n2,1,15,10,0,0,0,0,1
769,RNAi_006_pt2 (1),RNAi_6-8,49,Age-1 RNAi,gls130,1,18,15,0,0,0,0,1
770,RNAi_006_pt2 (1),RNAi_6-8,50,Age-1 RNAi,gls130,1,11,10,0,0,0,0,1
771,RNAi_006_pt2 (1),RNAi_6-8,51,HT115 EV,gls130,1,15,10,0,0,0,0,1
772,RNAi_006_pt2 (1),RNAi_6-8,52,HT115 EV,gls130,1,5,0,0,1,0,0,0
773,RNAi_006_pt2 (1),RNAi_6-8,53,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
774,RNAi_006_pt2 (1),RNAi_6-8,54,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
775,RNAi_006_pt2 (1),RNAi_6-8,55,Daf-16 RNAi,n2,1,3,0,0,1,0,0,0
776,RNAi_006_pt2 (1),RNAi_6-8,56,Daf-16 RNAi,n2,1,9,9,0,0,1,0,0
777,RNAi_006_pt2 (1),RNAi_6-8,57,Daf-2 RNAi,n2,1,28,21,0,0,0,0,1
778,RNAi_006_pt2 (1),RNAi_6-8,58,Daf-2 RNAi,n2,1,23,20,0,0,0,0,1
779,RNAi_006_pt2 (1),RNAi_6-8,59,Age-1 RNAi,n2,1,26,11,0,0,0,0,1
780,RNAi_006_pt2 (1),RNAi_6-8,60,Age-1 RNAi,n2,1,11,5,0,0,0,0,1
781,RNAi_006_pt2 (1),RNAi_6-8,61,Age-1 RNAi,gls130,1,33,16,0,0,0,0,1
782,RNAi_006_pt2 (1),RNAi_6-8,62,Age-1 RNAi,gls130,1,16,14,0,0,0,0,1
783,RNAi_006_pt2 (1),RNAi_6-8,63,HT115 EV,gls130,0,1,0,0,1,0,0,0
784,RNAi_006_pt2 (1),RNAi_6-8,64,HT115 EV,gls130,1,16,14,0,0,0,0,1
785,RNAi_006_pt2 (1),RNAi_6-8,65,Daf-2 RNAi,gls130,1,31,17,0,0,0,0,1
786,RNAi_006_pt2 (1),RNAi_6-8,66,Daf-2 RNAi,gls130,1,14,3,0,0,0,0,1
787,RNAi_006_pt2 (1),RNAi_6-8,67,Daf-16 RNAi,n2,1,12,10,0,0,0,0,1
788,RNAi_006_pt2 (1),RNAi_6-8,68,Daf-16 RNAi,n2,1,11,11,0,0,0,0,1
789,RNAi_006_pt2 (1),RNAi_6-8,69,Daf-2 RNAi,n2,1,31,20,0,0,0,0,1
790,RNAi_006_pt2 (1),RNAi_6-8,70,Daf-2 RNAi,n2,0,1,0,0,1,0,0,0
791,RNAi_006_pt2 (1),RNAi_6-8,71,Age-1 RNAi,n2,1,16,11,0,0,0,0,1
792,RNAi_006_pt2 (1),RNAi_6-8,72,Age-1 RNAi,n2,1,16,13,0,0,0,0,1
793,RNAi_006_pt2 (1),RNAi_6-8,73,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
794,RNAi_006_pt2 (1),RNAi_6-8,74,Age-1 RNAi,gls130,1,4,4,0,0,0,0,1
795,RNAi_006_pt2 (1),RNAi_6-8,75,HT115 EV,gls130,1,13,13,0,0,1,0,0
796,RNAi_006_pt2 (1),RNAi_6-8,76,HT115 EV,gls130,1,13,12,0,0,0,0,1
797,RNAi_006_pt2 (1),RNAi_6-8,77,Daf-2 RNAi,gls130,1,19,19,0,0,1,0,0
798,RNAi_006_pt2 (1),RNAi_6-8,78,Daf-2 RNAi,gls130,1,23,22,0,0,0,0,1
799,RNAi_006_pt2 (1),RNAi_6-8,79,Daf-16 RNAi,n2,1,13,12,0,0,0,0,1
800,RNAi_006_pt2 (1),RNAi_6-8,80,Daf-16 RNAi,n2,1,15,9,0,0,0,0,1
801,RNAi_006_pt2 (1),RNAi_6-8,81,Daf-2 RNAi,n2,1,22,20,0,0,0,0,1
802,RNAi_006_pt2 (1),RNAi_6-8,82,Daf-2 RNAi,n2,1,22,22,0,0,1,0,0
803,RNAi_006_pt2 (1),RNAi_6-8,83,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
804,RNAi_006_pt2 (1),RNAi_6-8,84,Age-1 RNAi,n2,1,4,0,0,1,0,0,0
805,RNAi_006_pt2 (1),RNAi_6-8,85,Age-1 RNAi,gls130,1,37,26,0,0,0,0,1
806,RNAi_006_pt2 (1),RNAi_6-8,86,Age-1 RNAi,gls130,1,25,12,0,0,0,0,1
807,RNAi_006_pt2 (1),RNAi_6-8,87,HT115 EV,gls130,1,23,15,0,0,0,0,1
808,RNAi_006_pt2 (1),RNAi_6-8,88,HT115 EV,gls130,1,16,13,0,0,0,0,1
809,RNAi_006_pt2 (1),RNAi_6-8,89,Daf-2 RNAi,gls130,1,9,9,0,0,1,0,0
810,RNAi_006_pt2 (1),RNAi_6-8,90,Daf-2 RNAi,gls130,1,24,18,0,0,0,0,1
811,RNAi_006_pt2 (1),RNAi_6-8,91,Daf-16 RNAi,n2,1,17,12,0,0,0,0,1
812,RNAi_006_pt2 (1),RNAi_6-8,92,Daf-16 RNAi,n2,1,15,10,0,0,0,0,1
813,RNAi_006_pt2 (1),RNAi_6-8,93,Daf-2 RNAi,n2,1,39,25,0,0,0,0,1
814,RNAi_006_pt2 (1),RNAi_6-8,94,Daf-2 RNAi,n2,1,26,21,0,0,0,0,1
815,RNAi_006_pt2 (1),RNAi_6-8,95,Age-1 RNAi,n2,1,11,7,0,0,0,0,1
816,RNAi_006_pt2 (1),RNAi_6-8,96,Age-1 RNAi,n2,1,13,6,0,0,0,0,1
817,RNAi_006_pt2 (1),RNAi_6-8,97,Age-1 RNAi,gls130,1,13,10,0,0,0,0,1
818,RNAi_006_pt2 (1),RNAi_6-8,98,Age-1 RNAi,gls130,1,20,9,0,0,0,0,1
819,RNAi_006_pt2 (1),RNAi_6-8,99,HT115 EV,gls130,1,12,4,0,0,0,0,1
820,RNAi_006_pt2 (1),RNAi_6-8,100,HT115 EV,gls130,1,21,21,0,0,0,0,1
821,RNAi_006_pt2 (1),RNAi_6-8,101,Daf-2 RNAi,gls130,1,42,41,0,0,0,0,1
822,RNAi_006_pt2 (1),RNAi_6-8,102,Daf-2 RNAi,gls130,1,18,13,0,0,0,0,1
823,RNAi_006_pt2 (1),RNAi_6-8,103,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
824,RNAi_006_pt2 (1),RNAi_6-8,104,Daf-16 RNAi,n2,1,15,12,0,0,0,0,1
825,RNAi_006_pt2 (1),RNAi_6-8,105,Daf-2 RNAi,n2,1,22,16,0,0,0,0,1
826,RNAi_006_pt2 (1),RNAi_6-8,106,Daf-2 RNAi,n2,1,15,12,0,0,0,0,1
827,RNAi_006_pt2 (1),RNAi_6-8,107,Age-1 RNAi,n2,1,14,12,0,0,0,0,1
828,RNAi_006_pt2 (1),RNAi_6-8,108,Age-1 RNAi,n2,1,15,12,0,0,0,0,1
829,RNAi_006_pt2 (1),RNAi_6-8,109,Age-1 RNAi,gls130,1,1,0,0,1,0,0,0
830,RNAi_006_pt2 (1),RNAi_6-8,110,Age-1 RNAi,gls130,1,17,17,0,0,1,0,0
831,RNAi_006_pt2 (1),RNAi_6-8,111,HT115 EV,gls130,1,17,16,0,0,0,0,1
832,RNAi_006_pt2 (1),RNAi_6-8,112,HT115 EV,gls130,1,18,11,0,0,0,0,1
833,RNAi_006_pt2 (1),RNAi_6-8,113,Daf-2 RNAi,gls130,1,21,18,0,0,0,0,1
834,RNAi_006_pt2 (1),RNAi_6-8,114,Daf-2 RNAi,gls130,1,36,10,0,0,0,0,1
835,RNAi_006_pt2 (1),RNAi_6-8,115,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
836,RNAi_006_pt2 (1),RNAi_6-8,116,Daf-16 RNAi,n2,1,14,8,0,0,0,0,1
837,RNAi_006_pt2 (1),RNAi_6-8,117,Daf-2 RNAi,n2,1,22,16,0,0,0,0,1
838,RNAi_006_pt2 (1),RNAi_6-8,118,Daf-2 RNAi,n2,1,34,26,0,0,0,0,1
839,RNAi_006_pt2 (1),RNAi_6-8,119,Age-1 RNAi,n2,1,10,10,0,0,1,0,0
840,RNAi_006_pt2 (1),RNAi_6-8,120,Age-1 RNAi,n2,1,14,12,0,0,0,0,1
841,RNAi_006_pt2 (1),RNAi_6-8,121,Age-1 RNAi,gls130,1,15,14,0,0,0,0,1
842,RNAi_006_pt2 (1),RNAi_6-8,122,Age-1 RNAi,gls130,1,21,14,0,0,0,0,1
843,RNAi_006_pt2 (1),RNAi_6-8,123,HT115 EV,gls130,1,16,14,0,0,0,0,1
844,RNAi_006_pt2 (1),RNAi_6-8,124,HT115 EV,gls130,1,23,17,0,0,0,0,1
845,RNAi_006_pt2 (1),RNAi_6-8,125,Daf-2 RNAi,gls130,1,29,25,0,0,0,0,1
846,RNAi_006_pt2 (1),RNAi_6-8,126,Daf-2 RNAi,gls130,1,20,9,0,0,0,0,1
847,RNAi_006_pt2 (1),RNAi_6-8,127,Daf-16 RNAi,n2,1,12,11,0,0,0,0,1
848,RNAi_006_pt2 (1),RNAi_6-8,128,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
849,RNAi_006_pt2 (1),RNAi_6-8,129,Daf-2 RNAi,n2,1,36,34,0,0,0,0,1
850,RNAi_006_pt2 (1),RNAi_6-8,130,Daf-2 RNAi,n2,1,31,26,0,0,0,0,1
851,RNAi_006_pt2 (1),RNAi_6-8,131,Age-1 RNAi,n2,1,16,16,0,0,1,0,0
852,RNAi_006_pt2 (1),RNAi_6-8,132,Age-1 RNAi,n2,1,16,15,0,0,0,0,1
853,RNAi_006_pt2 (1),RNAi_6-8,133,Age-1 RNAi,gls130,1,24,16,0,0,0,0,1
854,RNAi_006_pt2 (1),RNAi_6-8,134,Age-1 RNAi,gls130,1,25,16,0,0,0,0,1
855,RNAi_006_pt2 (1),RNAi_6-8,135,HT115 EV,gls130,1,23,22,0,0,0,0,1
856,RNAi_006_pt2 (1),RNAi_6-8,136,HT115 EV,gls130,1,16,13,0,0,0,0,1
857,RNAi_006_pt2 (1),RNAi_6-8,137,Daf-2 RNAi,gls130,1,44,43,0,0,0,0,1
858,RNAi_006_pt2 (1),RNAi_6-8,138,Daf-2 RNAi,gls130,1,23,15,0,0,0,0,1
859,RNAi_006_pt2 (1),RNAi_6-8,139,Daf-16 RNAi,n2,1,12,10,0,0,0,0,1
860,RNAi_006_pt2 (1),RNAi_6-8,140,Daf-16 RNAi,n2,1,13,7,0,0,0,0,1
861,RNAi_006_pt2 (1),RNAi_6-8,141,Daf-2 RNAi,n2,1,26,23,0,0,0,0,1
862,RNAi_006_pt2 (1),RNAi_6-8,142,Daf-2 RNAi,n2,1,34,18,0,0,0,0,1
863,RNAi_006_pt2 (1),RNAi_6-8,143,Age-1 RNAi,n2,1,18,12,0,0,0,0,1
864,RNAi_006_pt2 (1),RNAi_6-8,144,Age-1 RNAi,n2,1,9,9,0,0,1,0,0
865,RNAi_006_pt2 (1),RNAi_6-8,145,Age-1 RNAi,gls130,1,27,21,0,0,0,0,1
866,RNAi_006_pt2 (1),RNAi_6-8,146,Age-1 RNAi,gls130,1,30,21,0,0,0,0,1
867,RNAi_006_pt2 (1),RNAi_6-8,147,HT115 EV,gls130,1,16,14,0,0,0,0,1
868,RNAi_006_pt2 (1),RNAi_6-8,148,HT115 EV,gls130,1,5,4,0,0,0,0,1
869,RNAi_006_pt2 (1),RNAi_6-8,149,Daf-2 RNAi,gls130,1,40,21,0,0,0,0,1
870,RNAi_006_pt2 (1),RNAi_6-8,150,Daf-2 RNAi,gls130,1,21,13,0,0,0,0,1
871,RNAi_006_pt2 (1),RNAi_6-8,151,Daf-16 RNAi,n2,1,15,11,0,0,0,0,1
872,RNAi_006_pt2 (1),RNAi_6-8,152,Daf-16 RNAi,n2,1,13,8,0,0,0,0,1
873,RNAi_006_pt2 (1),RNAi_6-8,153,Daf-2 RNAi,n2,1,31,28,0,0,0,0,1
874,RNAi_006_pt2 (1),RNAi_6-8,154,Daf-2 RNAi,n2,1,12,8,0,0,0,0,1
875,RNAi_006_pt2 (1),RNAi_6-8,155,Age-1 RNAi,n2,1,4,4,0,0,1,0,0
876,RNAi_006_pt2 (1),RNAi_6-8,156,Age-1 RNAi,n2,1,5,5,0,0,1,0,0
877,RNAi_006_pt2 (1),RNAi_6-8,157,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
878,RNAi_006_pt2 (1),RNAi_6-8,158,Age-1 RNAi,gls130,1,19,15,0,0,0,0,1
879,RNAi_006_pt2 (1),RNAi_6-8,159,HT115 EV,gls130,1,12,11,0,0,0,0,1
880,RNAi_006_pt2 (1),RNAi_6-8,160,HT115 EV,gls130,1,17,12,0,0,0,0,1
881,RNAi_006_pt2 (1),RNAi_6-8,161,Daf-2 RNAi,gls130,1,17,16,0,0,0,0,1
882,RNAi_006_pt2 (1),RNAi_6-8,162,Daf-2 RNAi,gls130,1,18,12,0,0,0,0,1
883,RNAi_006_pt2 (1),RNAi_6-8,163,Daf-16 RNAi,n2,1,17,13,0,0,0,0,1
884,RNAi_006_pt2 (1),RNAi_6-8,164,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
885,RNAi_006_pt2 (1),RNAi_6-8,165,Daf-2 RNAi,n2,1,42,36,0,0,0,0,1
886,RNAi_006_pt2 (1),RNAi_6-8,166,Daf-2 RNAi,n2,1,25,14,0,0,0,0,1
887,RNAi_006_pt2 (1),RNAi_6-8,167,Age-1 RNAi,n2,1,17,11,0,0,0,0,1
888,RNAi_006_pt2 (1),RNAi_6-8,168,Age-1 RNAi,n2,1,18,18,0,0,1,0,0
889,RNAi_006_pt2 (1),RNAi_6-8,169,Age-1 RNAi,gls130,1,22,18,0,0,0,0,1
890,RNAi_006_pt2 (1),RNAi_6-8,170,Age-1 RNAi,gls130,1,19,18,0,0,0,0,1
891,RNAi_006_pt2 (1),RNAi_6-8,171,HT115 EV,gls130,1,14,10,0,0,0,0,1
892,RNAi_006_pt2 (1),RNAi_6-8,172,HT115 EV,gls130,1,13,13,0,0,1,0,0
893,RNAi_006_pt2 (1),RNAi_6-8,173,Daf-2 RNAi,gls130,1,38,37,0,0,0,0,1
894,RNAi_006_pt2 (1),RNAi_6-8,174,Daf-2 RNAi,gls130,1,22,13,0,0,0,0,1
895,RNAi_006_pt2 (1),RNAi_6-8,175,Daf-16 RNAi,n2,1,14,12,0,0,0,0,1
896,RNAi_006_pt2 (1),RNAi_6-8,176,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
897,RNAi_006_pt2 (1),RNAi_6-8,177,Daf-2 RNAi,n2,1,18,14,0,0,0,0,1
898,RNAi_006_pt2 (1),RNAi_6-8,178,Daf-2 RNAi,n2,1,24,22,0,0,0,0,1
899,RNAi_006_pt2 (1),RNAi_6-8,179,Age-1 RNAi,n2,1,16,12,0,0,0,0,1
900,RNAi_006_pt2 (1),RNAi_6-8,180,Age-1 RNAi,n2,1,7,3,0,0,0,0,1
901,RNAi_006_pt2 (1),RNAi_6-8,181,Age-1 RNAi,gls130,1,22,21,0,0,0,0,1
902,RNAi_006_pt2 (1),RNAi_6-8,182,Age-1 RNAi,gls130,1,16,14,0,0,0,0,1
903,RNAi_006_pt2 (1),RNAi_6-8,183,HT115 EV,gls130,1,17,16,0,0,0,0,1
904,RNAi_006_pt2 (1),RNAi_6-8,184,HT115 EV,gls130,1,16,16,0,0,1,0,0
905,RNAi_006_pt2 (1),RNAi_6-8,185,Daf-2 RNAi,gls130,1,18,16,0,0,0,0,1
906,RNAi_006_pt2 (1),RNAi_6-8,186,Daf-2 RNAi,gls130,1,11,9,0,0,0,0,1
907,RNAi_006_pt2 (1),RNAi_6-8,187,Daf-16 RNAi,n2,1,5,4,0,0,0,0,1
908,RNAi_006_pt2 (1),RNAi_6-8,188,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
909,RNAi_006_pt2 (1),RNAi_6-8,189,Daf-2 RNAi,n2,1,20,18,0,0,0,0,1
910,RNAi_006_pt2 (1),RNAi_6-8,190,Daf-2 RNAi,n2,1,22,21,0,0,0,0,1
911,RNAi_006_pt2 (1),RNAi_6-8,191,Age-1 RNAi,n2,1,16,12,0,0,0,0,1
912,RNAi_006_pt2 (1),RNAi_6-8,192,Age-1 RNAi,n2,1,16,9,0,0,0,0,1
913,RNAi_006_pt2 (1),RNAi_6-8,193,Age-1 RNAi,gls130,1,20,16,0,0,0,0,1
914,RNAi_006_pt2 (1),RNAi_6-8,194,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
915,RNAi_006_pt2 (1),RNAi_6-8,195,HT115 EV,gls130,1,15,14,0,0,0,0,1
916,RNAi_006_pt2 (1),RNAi_6-8,196,HT115 EV,gls130,1,15,14,0,0,0,0,1
917,RNAi_006_pt2 (1),RNAi_6-8,197,Daf-2 RNAi,gls130,1,23,21,0,0,0,0,1
918,RNAi_006_pt2 (1),RNAi_6-8,198,Daf-2 RNAi,gls130,1,9,9,0,0,1,0,0
919,RNAi_006_pt2 (1),RNAi_6-8,199,Daf-16 RNAi,n2,1,11,11,0,0,1,0,0
920,RNAi_006_pt2 (1),RNAi_6-8,200,Daf-16 RNAi,n2,1,12,11,0,0,0,0,1
921,RNAi_006_pt2 (1),RNAi_6-8,201,Daf-2 RNAi,n2,1,21,19,0,0,0,0,1
922,RNAi_006_pt2 (1),RNAi_6-8,202,Daf-2 RNAi,n2,1,15,5,0,0,0,0,1
923,RNAi_006_pt2 (1),RNAi_6-8,203,Age-1 RNAi,n2,1,15,9,0,0,0,0,1
924,RNAi_006_pt2 (1),RNAi_6-8,204,Age-1 RNAi,n2,1,4,0,0,1,0,0,0
925,RNAi_006_pt2 (1),RNAi_6-8,205,Age-1 RNAi,gls130,1,31,30,0,0,0,0,1
926,RNAi_006_pt2 (1),RNAi_6-8,206,Age-1 RNAi,gls130,1,9,8,0,0,0,0,1
927,RNAi_006_pt2 (1),RNAi_6-8,207,HT115 EV,gls130,1,16,13,0,0,0,0,1
928,RNAi_006_pt2 (1),RNAi_6-8,208,HT115 EV,gls130,1,15,12,0,0,0,0,1
929,RNAi_006_pt2 (1),RNAi_6-8,209,Daf-2 RNAi,gls130,1,28,9,0,0,0,0,1
930,RNAi_006_pt2 (1),RNAi_6-8,210,Daf-2 RNAi,gls130,1,8,7,0,0,0,0,1
931,RNAi_006_pt2 (1),RNAi_6-8,211,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
932,RNAi_006_pt2 (1),RNAi_6-8,212,Daf-16 RNAi,n2,1,10,5,0,0,0,0,1
933,RNAi_006_pt2 (1),RNAi_6-8,213,Daf-2 RNAi,n2,1,21,17,0,0,0,0,1
934,RNAi_006_pt2 (1),RNAi_6-8,214,Daf-2 RNAi,n2,0,4,0,0,1,0,0,0
935,RNAi_006_pt2 (1),RNAi_6-8,215,Age-1 RNAi,n2,1,11,8,0,0,0,0,1
936,RNAi_006_pt2 (1),RNAi_6-8,216,Age-1 RNAi,n2,1,15,14,0,0,0,0,1
937,RNAi_006_pt2 (1),RNAi_6-8,217,Age-1 RNAi,gls130,1,12,11,0,0,0,0,1
938,RNAi_006_pt2 (1),RNAi_6-8,218,Age-1 RNAi,gls130,1,18,9,0,0,0,0,1
939,RNAi_006_pt2 (1),RNAi_6-8,219,HT115 EV,gls130,1,19,18,0,0,0,0,1
940,RNAi_006_pt2 (1),RNAi_6-8,220,HT115 EV,gls130,1,15,13,0,0,0,0,1
941,RNAi_006_pt2 (1),RNAi_6-8,221,Daf-2 RNAi,gls130,1,17,14,0,0,0,0,1
